month,users_cons,users_opt,users_med,users_plan,revenue_cons,revenue_opt,revenue_med,revenue_plan,labour_cons,labour_opt,labour_med,labour_plan,tokens_cons,tokens_opt,tokens_med,tokens_plan,eng_cons,eng_opt,eng_med,eng_plan,compliance_cons,compliance_opt,compliance_med,compliance_plan,sales_cons,sales_opt,sales_med,sales_plan,gna_cons,gna_opt,gna_med,gna_plan,onetime_cons,onetime_opt,onetime_med,onetime_plan,total_cost_cons,total_cost_opt,total_cost_med,total_cost_plan,contribution_cons,contribution_opt,contribution_med,contribution_plan,cum_cash_cons,cum_cash_opt,cum_cash_med,cum_cash_plan,gen_heads_cons,gen_heads_opt,gen_heads_med,gen_heads_plan,floor_heads_cons,floor_heads_opt,floor_heads_med,floor_heads_plan,eng_heads_cons,eng_heads_opt,eng_heads_med,eng_heads_plan,blended_min_cons,blended_min_opt,blended_min_med,blended_min_plan,auto_share_cons,auto_share_opt,auto_share_med,auto_share_plan,tok_task_usd_cons,tok_task_usd_opt,tok_task_usd_med,tok_task_usd_plan,churn_cons,churn_opt,churn_med,churn_plan,arpu_usd_cons,arpu_usd_opt,arpu_usd_med,arpu_usd_plan,min_per_user_month_cons,min_per_user_month_opt,min_per_user_month_med,min_per_user_month_plan
49,36786.52282125615,14857.962909245607,15472.142630304392,29111.52685205246,124638403.5501838,56301345.348881684,55654822.65908965,100720433.17972806,106074958.82432906,28252615.452103388,35461602.106617935,78837138.64405009,9094292.830967354,2595741.6869346155,3128544.3577973587,6819799.930555896,54042902.43826623,22320344.869873382,31511122.79080204,42940007.28932873,4454714.285887275,3598479.703263635,3857816.150477438,4155032.181969001,8627963.305804381,3112756.482380001,3346002.7059295103,6697640.917605848,14736322.146520123,6169745.338716423,8447054.281357398,11738020.263788829,352002.50209420174,318234.0163339477,465424.14942763955,340183.5320781128,203975672.78185448,69316960.0153635,89129284.07206407,156845123.31358263,-79337269.2316707,-13015614.66648182,-33474461.412974417,-56124690.13385459,-1864516250.8325665,-633656190.8361558,-999054918.4748642,-1433715229.8338227,623.8183333333334,184.927,224.1815,470.2063666666667,759.952,224.79433333333333,272.633,572.6468166666666,76.61733333333333,34.705,46.214,61.94801666666667,2.7330291665085413,2.3752610707702235,2.542629160452823,2.6078103330001303,0.7282740096152729,0.7503225169800793,0.7411911487941834,0.7359909871929551,0.055288256717074526,0.046222223797947874,0.049814950358187594,0.0521151451953802,0.04424530181185819,0.0450964405586723,0.04439359591474028,0.04454320037324313,38.050419669882245,44.17875765261424,40.789379404990065,40.19533796383844,142.06188624658338,106.59018635925288,123.44678721923646,129.64679128601773
50,38596.00765036191,15579.408125824471,16243.835735972076,30540.19781677381,131536696.14276628,59379992.712202065,58762695.248022765,106281849.94206882,111621242.02834703,29638547.85963427,37226506.231209315,82927299.06929755,9075462.679648317,2579499.2500132644,3120382.1375915166,6801875.479276049,55713279.98052468,22927378.837360106,32452766.05902755,44238214.58041708,4500850.939088653,3619525.802864024,3876761.439488056,4192387.1414100328,9064715.281857284,3245617.8396232184,3522143.4313019207,7028031.177075361,15029439.298411489,6279475.990766358,8611667.743779175,11966952.140735693,129651.82938614587,217119.0882895332,134151.7693184399,160265.37000233144,212092933.64503235,71618167.20646924,92018816.31312566,162926765.39153528,-80556237.50226608,-12238174.494267177,-33256121.065102886,-56644915.44946646,-1945072488.3348324,-645894365.3304229,-1032311039.5399672,-1490360145.2832892,646.2773333333333,191.40133333333333,232.1825,487.07073333333335,787.2613333333334,232.643,282.3005,593.1449166666666,78.02966666666667,35.23766666666667,47.032,63.052466666666675,2.6997999383256417,2.3438983201426478,2.5094982975062763,2.575234371961594,0.7314942534980191,0.7538451725023291,0.7447692946315162,0.7393170751495276,0.0526004702524148,0.04387644910957713,0.047322668003081464,0.049547062852421615,0.04390010593023181,0.0450972121537259,0.04420725567584517,0.044319093108454735,38.2905125547682,44.3981350545395,40.998787177692066,40.428180429688155,140.33615329384494,105.17274568968263,121.83264248901222,128.02896063238813
51,40383.390821649344,16304.237383667909,17044.57194614827,31955.687118355843,138436047.8488149,62527796.60677316,62015084.31889002,111868159.91410029,117228718.97341372,31021435.642786764,39130461.99231668,87056169.80769429,9035120.410968736,2560706.896920182,3112061.6523818322,6769075.681051742,57386754.08320024,23536038.683088124,33407720.820784304,45539003.693161,4544297.1538440855,3636815.6609652475,3896445.4189694645,4226678.631336492,9246642.433801075,3336080.0893036,3670331.5487810057,7177945.6132269595,15311871.942675103,6389125.177577951,8777790.152786724,12188910.5748911,131656.05929657025,97806.00471534324,117853.9485567514,119808.5401931408,220208729.22042492,73854682.98074208,95357429.57043639,168984813.03653595,-81772681.37161005,-11326886.373968918,-33342345.251546357,-57116653.12243565,-2026845169.7064426,-657221251.7043918,-1065653384.7915137,-1547476798.4057248,668.1033333333334,197.67,240.6085,503.4516666666667,813.816,240.22766666666666,292.513,613.0600833333333,79.39233333333334,35.754333333333335,47.8395,64.11903333333333,2.6680221219793196,2.313085744612442,2.4777138252678936,2.5437943899009126,0.7346615766745184,0.7575266426021074,0.7482684535143933,0.7426643497491745,0.05004867808540919,0.04165418279073107,0.04495975241512656,0.04711060473227185,0.04362692879817717,0.04447059441749224,0.043830694613106014,0.04392221176493744,38.53399466634849,44.622328557325545,41.21067484866586,40.66491152819046,138.68389458605822,103.78717591362167,120.28196715003645,126.47004305070541
52,42184.37218046706,17036.0709567764,17849.550576937578,33382.46675217533,145475845.89583305,65745408.54737202,65325897.06070661,117570192.82387169,123004544.576777,32449568.66347767,41049169.65441804,91310303.00712223,8976579.966812484,2537723.221853897,3094961.5395291555,6722980.106076979,59088952.211637035,24156836.06738568,34368530.17710077,46862711.56114906,4588386.003047697,3654225.9397086552,3916303.7772319163,4261429.980879032,9579187.116763698,3462460.3868691316,3844751.8182027247,7438332.761300599,15591281.026254928,6496841.553258074,8942105.512425601,12408227.21070603,140458.61552507317,153467.65442997048,142224.53409330864,145011.7791417872,228665843.92813867,76356826.59290315,98775701.68247648,175357687.86080623,-83189998.03230558,-10611418.045531133,-33449804.621769864,-57787495.036934525,-2110035167.738748,-667832669.749923,-1099103189.4132833,-1605264293.4426591,689.879,204.01066666666668,248.8805,519.8250833333334,840.301,247.898,302.5295,632.9599499999999,80.75566666666667,36.276,48.634,65.18778333333334,2.6380231967662477,2.284196171219819,2.4463506396730996,2.5141837378249976,0.7376276648922864,0.7609186571714341,0.751926470681075,0.7457795121899881,0.04762573108858192,0.03954869433083514,0.042719247422787474,0.04479876822337055,0.04333180692118731,0.044361741968287655,0.04393122734321977,0.04369228418767243,38.78507245237362,44.85124366830396,41.426899384985965,40.90823237794924,137.12298357359245,102.4823620120856,118.7459199233566,124.99876602706506
53,43988.410775384014,17783.746598741403,18668.477701256325,34816.7783135591,152621030.88395274,69068492.89545725,68731522.57836245,123377642.58797932,128865702.15863648,33934218.85289177,43022456.94952701,95639683.00162584,8906045.875863273,2511335.2798034246,3075692.5545116346,6667897.167242326,60791164.31010531,24776418.594318796,35339326.70734429,48186003.30958003,4632251.543254545,3672098.5734484545,3936177.3200984686,4296198.003822413,9986592.31620832,3624146.0464357617,3982353.675953049,7759736.121787924,15867813.25263033,6604321.450213338,9103212.177060805,12625591.121784383,132503.40936913132,81930.90176726,123251.87126193695,114803.03170847637,237257411.5959018,78824667.11734687,102177692.68243857,181805951.02840757,-84636380.71194908,-9756174.221889595,-33446170.1040761,-58428308.44042826,-2194671548.4506974,-677588843.9718125,-1132549359.5173593,-1663692601.8830876,711.312,210.446,257.294,536.0089,866.3553333333333,255.688,312.6915,652.6217666666668,82.079,36.776666666666664,49.4145,66.22318333333332,2.608712293721524,2.256302800929805,2.4169302075325985,2.4853689712444225,0.7406746511735242,0.7642982444694424,0.7553382918614936,0.7489429088270956,0.045324869663407145,0.0375536318197572,0.0405945835151786,0.042604936418129666,0.04307042658127706,0.04399398927336451,0.043526549237093703,0.04339367352350767,39.04831015998846,45.088305443418676,41.64726217499022,41.16230850918904,135.60112827370904,101.22591824170425,117.31971111168777,123.56980476250736
54,45764.193872603595,18544.88437633049,19496.194304230714,36237.435548908004,159810899.85716012,72491446.71740851,72202505.1671951,129249091.25824706,134800102.79516757,35435929.060884885,45071384.00848758,100022641.98816863,8813345.33817706,2483528.540760802,3055841.882920851,6597909.45908137,62491247.029509544,25412404.96874396,36340779.29676147,49513652.30824159,4675869.686843903,3690344.451480156,3956031.4543086076,4330935.854466591,10267560.55109197,3773989.508550438,4199805.804653739,7994810.686202435,16133656.031886846,6711080.055605996,9263129.961549332,12835754.44018855,127472.51994880958,123190.43621919838,137931.9888204546,125973.79064344567,245766352.3851165,81430637.01156472,105800663.90603286,188248852.00437337,-85955452.52795638,-8939190.294156216,-33598158.73883775,-58999760.74612633,-2280627000.9786534,-686528034.2659688,-1166147518.2561972,-1722692362.6292138,732.0966666666667,216.78133333333332,265.6455,551.7363,891.6416666666667,263.36333333333334,322.8365,671.74425,83.351,37.28666666666667,50.2105,67.22848333333333,2.5801194331239174,2.228767379395424,2.3889743661632137,2.4571462143189446,0.7437677483751701,0.7677638071283615,0.7585666404778524,0.7521663689387871,0.04313970180389429,0.0356630000245721,0.03857955567799067,0.04052285618113152,0.04309971077114891,0.04342952675665596,0.04341757322955372,0.043215146366076373,39.32100201967755,45.32255089838531,41.87090435943894,41.42154412722527,134.10957861231307,99.98518187796117,115.95403892355742,122.16603975528992
55,47529.58838276473,19311.091421731664,20326.03434666665,37653.11444640315,167064965.23794898,75973772.51592845,75739115.55658261,135183047.78524178,140775028.19960743,37001383.22709854,47168693.62434587,104454252.45922932,8707301.080960779,2452891.7535342406,3029916.5900219833,6518257.816361491,64191252.17850294,26054563.914470732,37337094.51315948,50843411.28609167,4719886.399560073,3708554.5812448203,3976321.8435053774,4365920.263149735,10573616.550276374,3878490.4749976853,4319034.966282246,8230322.423928834,16391925.68495167,6814802.883449227,9420395.626826217,13039932.704425815,135982.79727415735,98742.67753380477,170167.75797001255,122948.75536503395,254336370.52770737,83992262.29684037,109381769.99960876,194715932.64690393,-87271405.28975832,-8018489.780911913,-33642654.44302614,-59532884.86166208,-2367898406.268412,-694546524.0468807,-1199790172.6992233,-1782225247.4908762,752.3163333333333,223.24933333333334,274.0225,567.1428833333333,916.2433333333333,271.1856666666667,332.994,690.47315,84.57933333333334,37.788,50.9775,68.20236666666666,2.5524656329966615,2.2035601800121727,2.3633316578120236,2.4303487244520907,0.746805148100991,0.7708311245967774,0.7613862071570372,0.7552142398745162,0.04106418243327706,0.033871139769675415,0.036668302536260355,0.038546617501016484,0.042888848179054986,0.04331527425287235,0.04344798865368374,0.04303809730489107,39.603728243709014,45.56048857966056,42.09964130196118,41.688594361292054,132.66284789761326,98.8486154883129,114.70702180412555,120.82786655435814
56,49337.08954278938,20074.655511969115,21176.30587503473,39095.23763200229,174575253.75093496,79495235.48473674,79399961.5589709,141297247.3577656,147028378.59510288,38597949.67965298,49357366.65305918,109077728.47469541,8599305.030061252,2419688.2049345807,2999963.83622539,6436439.141266918,65928820.53869027,26692614.174911816,38337780.67016814,52196148.31136781,4764206.843946857,3726727.2600846626,3996850.5583317564,4401088.989595089,11031157.527652716,4042993.531664008,4529115.753983508,8585300.129056668,16651467.640614131,6916756.625177976,9576739.216930263,13244318.785211477,115414.73280117878,108232.32719830477,155066.1933887033,112900.89084017288,263357097.705544,86672526.6851995,113105148.0460805,201517497.84842342,-88781843.95460904,-7177291.200462759,-33705186.4871096,-60220250.490657836,-2456680250.223021,-701723815.2473433,-1233495359.186333,-1842445497.981534,772.7783333333333,229.61433333333332,282.5675,582.6709333333333,941.138,278.912,343.3475,709.3589000000001,85.816,38.265,51.7215,69.17314999999999,2.5266611550914595,2.1788471096766093,2.3374571055261075,2.404926239196262,0.7495550765549903,0.7739580084447405,0.7644924239580557,0.7580961027164028,0.03909259393787988,0.03217270854089341,0.034855286724922364,0.036670634048934614,0.04279577601569045,0.043305290126668845,0.04326900830333422,0.04297410595453289,39.89573069121104,45.80563214241692,42.34008823929189,41.9641961991331,131.32365467627415,97.73862047695161,113.4500912345334,119.56889270651126
57,51093.31052239283,20853.28244715559,22003.592784801596,40509.3006960598,182014220.5683643,83119163.64349739,83037250.49291913,147400950.6446609,153281251.7777634,40220268.16326024,51494234.41275732,113709907.5126873,8475748.364107635,2385065.6235492704,2965811.2009674073,6344009.404912207,67662843.44053766,27341491.593329787,39363811.75406132,53550370.2940149,4806865.587986246,3744918.751914503,4017047.3657221207,4435184.1953611355,11238604.405151675,4184923.264891715,4598563.015050266,8769816.006060688,16901180.48899283,7019163.732945379,9727938.482203567,13442474.624376222,123750.11773741315,92601.87745655593,126441.81428633913,112848.23363911312,272122281.6136514,89346645.5258038,116635753.24465612,208150808.98290476,-90108061.04528712,-6227481.882306408,-33598502.75173698,-60749858.33824387,-2546788311.268308,-707951297.1296499,-1267093861.9380698,-1903195356.319778,792.5046666666667,235.941,290.5015,597.7073833333334,965.1486666666667,286.57933333333335,352.98,727.6494,87.00266666666667,38.74333333333333,52.4705,70.1119,2.5016593723305185,2.1548946472184496,2.3126645860564103,2.3802917185412946,0.7523382146056047,0.7770804172277288,0.7674896175170497,0.7609979855233482,0.037219527826875556,0.03056266223917358,0.03313527641297997,0.034889624871179865,0.04277117183498019,0.0431418357186187,0.04302982707742247,0.04290090419425367,40.1918797690439,46.0525101552094,42.58523602021369,42.243100404201826,130.02887064427654,96.66193591275668,112.2530303641659,118.3504434882446
58,52818.813430276794,21610.20020036159,22857.84314783968,41895.79879980648,189422339.98409364,86724515.74194102,86805357.03868121,153478101.49934024,159600250.1038744,41844943.568249315,53742765.468858995,118385892.81640561,8339511.158808429,2347160.6517311754,2929988.416380375,6242188.48133139,69385691.69106682,27982166.835212022,40394466.05989076,54894457.99151764,4848183.192628753,3762690.0066357194,4037778.0815013284,4468260.5775311915,11525464.488131901,4265336.034373479,4803060.169814575,8984419.529316453,17136921.08426471,7117206.430407489,9882383.37905888,13630020.955414683,126962.97667267441,99256.37783965332,137686.14342526277,117265.66708111702,280987194.1398004,91966440.90429325,120466621.17452501,214829930.50737292,-91564854.1557068,-5241925.162352242,-33661264.1358438,-61351829.0080327,-2638353165.4240146,-713193222.2920021,-1300755126.0739138,-1964547185.3278103,811.7173333333334,242.03066666666666,298.741,612.3270000000001,988.488,293.95533333333333,362.982,745.4015666666667,88.13066666666667,39.19533333333333,53.2025,71.0033,2.4782970591503313,2.1326734247662973,2.28961542972705,2.3573287871159194,0.7548522686727083,0.7799386330588092,0.7702514042628393,0.7636324962078436,0.035439867450999356,0.029036238014062556,0.03150332791171539,0.033198597148071475,0.04253610303420453,0.04296942258398711,0.042268781769767484,0.04268776487662843,40.48921012649225,46.302944490217264,42.83068423342559,42.52401715379601,128.81335539360373,95.65685866608453,111.12713016522122,117.20858153897203
59,54541.79027167298,22355.01158671861,23688.95213233568,43276.41773193895,196954905.47600782,90339096.36255169,90551543.09119985,159639372.2862982,166072050.4849243,43475910.51802713,56038033.69356396,123163401.49651028,8197610.0367335025,2305732.8863510657,2886154.711438076,6135453.03409965,71135696.3860466,28638363.045924958,41415300.11391986,56261629.71700403,4890002.750695078,3780366.099085998,4058323.43872775,4501629.9226319,11846755.401825702,4387436.10175185,4902996.828838659,9235993.646799855,17368723.081003632,7210940.795217403,10026882.537102938,13813499.280978452,66925.69477473167,99367.3568108055,109513.36295043358,78280.2764873575,289999505.26596206,94635001.66072296,124171175.74899103,221621929.00412837,-93044599.7899543,-4295905.298171297,-33619632.65779117,-61982556.717830256,-2731397765.213969,-717489127.5901734,-1334374758.7317052,-2026529742.0456407,830.682,247.97866666666667,306.883,626.7358333333334,1011.562,301.148,372.8405,762.9171,89.25933333333333,39.65233333333333,53.895,71.89688333333334,2.455501135068837,2.111395477949879,2.2682300420062873,2.3350641550772018,0.7574052498114952,0.7826594343670922,0.7727166249757277,0.7662442144059541,0.03374877171736345,0.027588938111508643,0.02995476930165799,0.03159282995531427,0.042314743271108186,0.04260788022701119,0.04252770177524238,0.04241734120567424,40.797701015078005,46.561785814131646,43.0843782665562,42.81513069474678,127.62691391802925,94.70080772169833,110.08801672838008,116.10277674931342
60,56258.935801341635,23118.02594164452,24531.080266259734,44659.61735044764,204620445.47309244,94069113.52848183,94394201.55109,165927479.29247874,172689396.4557898,45140163.780109435,58377371.82836237,128047165.01930167,8052162.718900245,2263594.635341171,2844323.585968459,6026163.889654568,72866290.2161622,29290109.15551311,42465562.21525459,57614626.84493502,4932189.915082811,3798653.424463201,4079026.1859913045,4535452.1433659475,12168158.691220265,4530821.433944781,5101028.002009819,9495090.651173845,17594291.258124962,7306768.066389376,10173980.77041337,13993658.141017508,105051.88991376801,141889.5400924571,83990.9121074898,117945.06747630918,299234900.41437286,97404178.42076184,128060320.9902531,228594147.716609,-94614454.9412804,-3335064.89227999,-33666119.4391631,-62666668.42413025,-2826012220.1552496,-720824192.4824533,-1368040878.1708682,-2089196410.469771,849.322,253.86966666666666,314.942,640.9136833333333,1034.233,308.2853333333333,382.629,780.1513166666666,90.31866666666667,40.086333333333336,54.5965,72.73735,2.4331743919895246,2.089828458021129,2.246385006845046,2.313003315100586,0.7600203346958315,0.7856628931155344,0.7754406612800939,0.7689952301427275,0.03214165974134111,0.026216514674582834,0.028485185017053775,0.030067858967975713,0.042089977822047556,0.04242371674596928,0.04233689188700849,0.042206786445420155,41.118195308672014,46.82146288385376,43.336023777275784,43.11433895998562,126.46733443321858,93.72820070398997,109.0219897934531,115.00863762798858
